skills,interests,experience_years,role
python;powerbi;excel;pandas,dashboards;data-analysis,1,Business Analyst Intern
python;sklearn,modeling;experimentation,2,Data Scientist Intern
python;sql;r,modeling;statistics,1,Data Scientist Intern
python;tensorflow;nn;flask,web-design;ai,2,ML Engineer Intern
excel;django;sql,dashboards;nlp,2,Backend Developer Intern
python;css;nn,machine-learning;ai,2,Deep Learning Engineer Intern
excel;sql;tableau,data-visualization;cloud,0,Business Analyst Intern
excel;sql,dashboards;reporting,0,Backend Developer Intern
css;pytorch;cnn,computer-vision;cloud,2,Deep Learning Engineer Intern
python;sql;excel,data-analysis;reports,0,Data Analyst Intern
linux;nn;bash,ai;infrastructure,2,ML Engineer Intern
python;pytorch;pandas,computer-vision;apis,2,Deep Learning Engineer Intern
python;matplotlib;nn,dashboards;ai,2,ML Engineer Intern
python;pytorch;cnn,reports;deep-learning;machine-learning,2,ML Engineer Intern
excel;powerbi;sql,ui-development;reporting;cloud,1,Business Analyst Intern
nn;powerbi;excel,dashboards;business-intelligence,2,ML Engineer Intern
python;matplotlib;r,data-analysis;dashboards;ui-development,2,ML Engineer Intern
javascript;api,frontend;research,1,Frontend Developer Intern
html;css;javascript,web-design;frontend,0,ML Engineer Intern
linux;nn;bash,deployment;reports,2,Deep Learning Engineer Intern
python;pytorch;linear-algebra,ui-development;deep-learning,3,Deep Learning Engineer Intern
sql;ml;statistics,machine-learning;research,1,ML Engineer Intern
python;sql;r,data-analysis;statistics,2,Data Analyst Intern
javascript;react;api;pandas,frontend;ui-development,0,Frontend Developer Intern
matplotlib;sql;tableau,data-visualization;dashboards,2,Business Analyst Intern
python;sql;sklearn,data-analysis;statistics,1,ML Engineer Intern
excel;javascript;tableau;cnn,data-visualization;dashboards,2,Deep Learning Engineer Intern
excel;sql;numpy,data-visualization;reports,0,Data Scientist Intern
linux;docker;cnn,deployment;devops,2,Deep Learning Engineer Intern
python;pytorch;git,computer-vision;deep-learning;infrastructure,1,ML Engineer Intern
python;sklearn;docker,infrastructure;experimentation,1,Data Scientist Intern
excel;statistics;tableau,data-visualization;statistics;apis,0,ML Engineer Intern
excel;sql;ci-cd;powerbi,data-visualization;dashboards,1,Business Analyst Intern
sklearn;powerbi;excel,reports;business-intelligence,0,Data Scientist Intern
html;react;api,frontend;dashboards,2,ML Engineer Intern
excel;sql;tableau;nn,data-visualization;dashboards,1,ML Engineer Intern
html;linux;react,single-page-apps;infrastructure,1,Data Scientist Intern
pytorch;powerbi;excel,dashboards;business-intelligence,1,ML Engineer Intern
linear-algebra;powerbi;sql,dashboards;reporting,1,Data Scientist Intern
python;sql,machine-learning;deep-learning,1,Data Scientist Intern
git;ci-cd;docker,automation;single-page-apps,1,DevOps Intern
python;powerbi;ml,cloud;business-intelligence,2,Data Scientist Intern
python;fastapi;sql;bash,apis;automation;infrastructure,1,Backend Developer Intern
tableau;ml;statistics,data-analysis;research,0,ML Engineer Intern
html;css;tableau,data-analysis;frontend,0,ML Engineer Intern
python;react;cnn;r,apis;deep-learning,2,ML Engineer Intern
javascript;react;api,frontend;web-development;modeling,2,Frontend Developer Intern
python;sql;r,data-analysis;ui-development,1,Data Scientist Intern
linux;powerbi,cloud;devops,1,Business Analyst Intern
react;pytorch;cnn,computer-vision;ui-development,2,Deep Learning Engineer Intern
python;ml;statistics;html,machine-learning;research;apis,2,ML Engineer Intern
git;ci-cd;docker,backend;infrastructure,0,DevOps Intern
python;pytorch;docker;powerbi,computer-vision;deep-learning,2,Deep Learning Engineer Intern
python;sql;docker,data-analysis;modeling,2,DevOps Intern
python;sql;r,data-analysis;statistics,2,Data Scientist Intern
python;sql,data-analysis;dashboards,1,Data Analyst Intern
html;css;sql,modeling;frontend;reports,0,Data Scientist Intern
javascript;react;aws,frontend;ui-development,2,Frontend Developer Intern
excel;ml;statistics,machine-learning;computer-vision,2,Data Scientist Intern
html;css;react,single-page-apps;frontend,0,ML Engineer Intern
python;javascript;html,web-development;machine-learning,1,ML Engineer Intern
flask;sql;tableau,data-visualization;dashboards,2,Backend Developer Intern
excel;fastapi;tableau,data-visualization;dashboards,1,Backend Developer Intern
python;html;cnn,computer-vision;ui-development,2,Deep Learning Engineer Intern
python;tableau;html;linux,web-development;backend,1,Data Scientist Intern
html;css;javascript,web-design;frontend,0,ML Engineer Intern
powerbi;sql,dashboards;reporting;infrastructure,2,Business Analyst Intern
python;powerbi,dashboards;business-intelligence,0,Business Analyst Intern
python;sklearn;linear-algebra;git,modeling;experimentation,3,Data Scientist Intern
python;sklearn;linear-algebra,dashboards;experimentation,3,Data Scientist Intern
python;tensorflow;nn,reporting;ai,3,ML Engineer Intern
excel;powerbi;sql,dashboards;modeling,0,Business Analyst Intern
python;sql;r,experimentation;statistics,0,Data Analyst Intern
html;css;javascript,deep-learning;frontend,0,Data Scientist Intern
python;sklearn;linear-algebra;sql,modeling;web-development;infrastructure,2,ML Engineer Intern
sklearn;powerbi;excel,etl;business-intelligence,1,Data Scientist Intern
excel;tensorflow;nn,cloud;ai,2,ML Engineer Intern
python;powerbi;sql,dashboards;business-intelligence,1,Business Analyst Intern
linux;docker;pandas,deployment;devops,2,DevOps Intern
linux;docker;flask,deployment;devops;business-intelligence,1,Backend Developer Intern
flask;docker;bash,deployment;backend;automation,2,Backend Developer Intern
python;numpy;statistics,machine-learning;research,2,ML Engineer Intern
ml;css;javascript;django,web-design;nlp,0,Data Scientist Intern
excel;bash,dashboards;reporting,1,Deep Learning Engineer Intern
python;django;html,web-development;infrastructure,0,Data Scientist Intern
python;sql,machine-learning;backend,2,Data Analyst Intern
excel;css;tableau,data-visualization;dashboards,0,Frontend Developer Intern
python;matplotlib;r,data-analysis;apis,1,SRE Intern
aws;bash,nlp;devops,0,DevOps Intern
javascript;pandas;api,frontend;automation,2,Frontend Developer Intern
excel;ml;statistics,statistics;research,0,Data Scientist Intern
excel;sql;tableau,visualization;dashboards,1,Business Analyst Intern
pandas;powerbi;sql,dashboards;reporting,1,Business Analyst Intern
ci-cd;sklearn;linear-algebra,modeling;experimentation,2,ML Engineer Intern
sklearn;ml;statistics,machine-learning;deployment,1,ML Engineer Intern
python;fastapi;sql,apis;backend,0,Backend Developer Intern
html;ml;react,single-page-apps;ai,2,ML Engineer Intern
excel;powerbi;sql,dashboards;data-analysis;machine-learning,1,Business Analyst Intern
ci-cd;sql;excel,data-analysis;frontend;backend,1,Data Scientist Intern
python;pytorch;cnn,single-page-apps;deep-learning,2,Deep Learning Engineer Intern
html;css;cnn,web-design;research,1,Deep Learning Engineer Intern
python;css;linear-algebra,modeling;experimentation,2,Data Scientist Intern
html;linux;javascript,modeling;frontend,1,ML Engineer Intern
python;fastapi;docker,apis;backend,1,Backend Developer Intern
linux;sklearn;bash,deployment;business-intelligence,1,Data Scientist Intern
excel;powerbi,ui-development;reporting,1,Business Analyst Intern
python;javascript;excel,data-analysis;reports,0,Frontend Developer Intern
python;matplotlib;statistics,etl;research,1,Data Scientist Intern
python;sql;excel,data-analysis;visualization;etl,0,Data Scientist Intern
python;powerbi;linear-algebra,modeling;experimentation,2,Data Scientist Intern
linux;docker;bash,experimentation;devops,2,DevOps Intern
python;sklearn;tensorflow,modeling;experimentation,3,ML Engineer Intern
sklearn;powerbi;excel,dashboards;visualization;research,1,ML Engineer Intern
html;css;react,deployment;frontend,1,ML Engineer Intern
matplotlib;pytorch;cnn;api,computer-vision;devops,2,Deep Learning Engineer Intern
html;excel;react,single-page-apps;frontend,2,ML Engineer Intern
excel;sql;tableau,data-visualization;dashboards,0,Business Analyst Intern
python;powerbi;r,dashboards;data-analysis,2,Business Analyst Intern
git;pytorch;cnn,ai;deep-learning,2,ML Engineer Intern
python;aws;statistics,machine-learning;research;statistics,0,Data Scientist Intern
git;fastapi;sql,apis;devops,2,Backend Developer Intern
python;sql;ml,machine-learning;reports;apis,0,Data Scientist Intern
linux;docker;bash,apis;frontend,1,DevOps Intern
linux;docker;bash,deployment;etl,2,DevOps Intern
python;powerbi;excel,modeling;business-intelligence,1,Business Analyst Intern
git;powerbi;docker,reports;infrastructure,1,Business Analyst Intern
ml;sklearn;linear-algebra,modeling;dashboards,2,Data Scientist Intern
python;tensorflow;nn,deep-learning;ui-development,2,ML Engineer Intern
excel;cnn;sql;pytorch,dashboards;reporting,0,ML Engineer Intern
tableau;sql;r,data-analysis;research,0,Business Analyst Intern
css;django;html,reports;backend,1,ML Engineer Intern
powerbi;sql;python,dashboards;frontend;data-visualization,1,Business Analyst Intern
excel;sql;tableau,cloud;dashboards,2,Business Analyst Intern
python;ml;django,machine-learning;automation,1,Data Scientist Intern
python;sql;r,data-analysis;statistics;backend,1,Data Scientist Intern
python;fastapi;statistics;powerbi,apis;backend,1,ML Engineer Intern
excel;linear-algebra;sql;tensorflow,dashboards;nlp,2,Deep Learning Engineer Intern
ci-cd;pytorch;cnn;tensorflow,computer-vision;deep-learning;automation,1,ML Engineer Intern
javascript;react;pytorch,frontend;ui-development;apis,2,Deep Learning Engineer Intern
python;sql;ci-cd,deployment;statistics;web-design,1,Data Analyst Intern
linux;docker;bash,deployment;devops,2,DevOps Intern
excel;sql;powerbi,data-visualization;web-development;apis,2,Business Analyst Intern
python;powerbi;linux,dashboards;backend;web-design,0,Business Analyst Intern
python;django;html,web-development;backend,0,Data Scientist Intern
python;tensorflow;nn,deep-learning;data-visualization,3,ML Engineer Intern
html;css;excel,web-design;research,1,ML Engineer Intern
linux;docker;bash,deployment;devops,0,DevOps Intern
python;sql;r,data-analysis;experimentation,2,Data Scientist Intern
python;ml;statistics,infrastructure;research;nlp,0,ML Engineer Intern
html;css,business-intelligence;frontend,0,ML Engineer Intern
python;javascript;linear-algebra,modeling;statistics,2,Data Scientist Intern
tensorflow;css;javascript;docker,web-design;etl;data-visualization,0,Deep Learning Engineer Intern
python;django;html,web-development;etl,1,Data Scientist Intern
html;css;react;docker,single-page-apps;frontend,2,Data Scientist Intern
python;r,data-analysis;devops,0,Business Analyst Intern
nn;sql;tableau,data-visualization;dashboards,2,ML Engineer Intern
python;docker;html,data-analysis;backend,2,ML Engineer Intern
python;pytorch;excel;kubernetes,dashboards;business-intelligence,2,Deep Learning Engineer Intern
tensorflow;sql;excel,data-analysis;reports,1,ML Engineer Intern
python;powerbi;excel,reporting;business-intelligence,2,Business Analyst Intern
python;tableau;cnn,computer-vision;web-development;etl,2,Deep Learning Engineer Intern
javascript;react,reports;ui-development,0,Frontend Developer Intern
tableau;linear-algebra,modeling;business-intelligence,3,ML Engineer Intern
python;django;cnn,web-development;data-visualization,0,Deep Learning Engineer Intern
python;excel;sql;tensorflow,dashboards;backend,1,ML Engineer Intern
powerbi;sql,dashboards;reporting,1,Business Analyst Intern
javascript;react;api,frontend;ui-development,0,Frontend Developer Intern
javascript;api,devops;ui-development,0,Frontend Developer Intern
excel;ml;sql,dashboards;reporting;infrastructure,2,ML Engineer Intern
excel;sql;api;cnn,data-visualization;dashboards,2,Deep Learning Engineer Intern
sql;django;html,web-development;business-intelligence,1,ML Engineer Intern
python;sql;r,data-analysis;ui-development,1,Data Analyst Intern
kubernetes;django;html,single-page-apps;backend,1,Data Scientist Intern
python;sklearn;html,dashboards;backend,1,ML Engineer Intern
javascript;react;aws,reports;ui-development,1,Frontend Developer Intern
python;django;html,nlp;backend,0,Data Scientist Intern
python;sql;r,reporting;statistics,2,Data Scientist Intern
python;linux;html,frontend;backend,0,ML Engineer Intern
linux;ml;bash,single-page-apps;devops,1,Data Scientist Intern
tableau;css,visualization;frontend,1,Frontend Developer Intern
linux;docker;bash,deployment;ai,2,DevOps Intern
python;pytorch;cnn,computer-vision;deep-learning,1,ML Engineer Intern
git;ml;docker,ai;infrastructure,1,Data Scientist Intern
html;css;javascript,web-design;frontend,0,Data Scientist Intern
html;javascript,etl;frontend,1,Data Scientist Intern
python;html;r;api,data-analysis;web-development,1,Data Scientist Intern
python;django;git,web-development;backend,0,Backend Developer Intern
git;ci-cd;docker;bash,automation;reports,2,DevOps Intern
excel;statistics;sql,dashboards;modeling,1,ML Engineer Intern
fastapi;ml;statistics,computer-vision;research,1,Data Scientist Intern
python;html,web-development;statistics,1,ML Engineer Intern
ci-cd;pytorch;cnn,computer-vision;deep-learning,2,Deep Learning Engineer Intern
git;ci-cd;powerbi;fastapi,automation;infrastructure,2,Backend Developer Intern
python;statistics,ai;research;deep-learning,2,Data Scientist Intern
python;sql;excel,dashboards;reports,0,Data Analyst Intern
bash;ci-cd;docker,deep-learning;infrastructure,0,DevOps Intern
git;ci-cd;docker,automation;infrastructure,0,DevOps Intern
python;fastapi;sql,devops;backend,2,Backend Developer Intern
javascript;react;api,data-analysis;ui-development,0,Frontend Developer Intern
html;css;react,single-page-apps;data-visualization,0,Data Scientist Intern
excel;tensorflow;tableau,data-visualization;dashboards,1,ML Engineer Intern
html;css;powerbi,deep-learning;frontend,0,ML Engineer Intern
excel;sql;r,research;dashboards,0,Deep Learning Engineer Intern
python;tensorflow;nn,statistics;ai,2,Deep Learning Engineer Intern
python;html;r,visualization;statistics,1,Data Scientist Intern
javascript;react;api;ml,data-analysis;ui-development;deployment,0,ML Engineer Intern
javascript;python,statistics;ui-development;frontend,1,Frontend Developer Intern
linux;docker;bash,visualization;devops,0,DevOps Intern
python;powerbi;excel,dashboards;business-intelligence,0,Business Analyst Intern
html;css;sql,web-design;frontend;data-analysis,1,ML Engineer Intern
cnn;docker;bash,deployment;infrastructure,2,Deep Learning Engineer Intern
git;bash;docker,automation;infrastructure,2,DevOps Intern
excel;html;tableau,business-intelligence;dashboards,1,ML Engineer Intern
kubernetes;pytorch;cnn,visualization;deep-learning;cloud,3,Deep Learning Engineer Intern
python;powerbi;excel,dashboards;infrastructure,1,Business Analyst Intern
python;pytorch;cnn,computer-vision;etl,3,Deep Learning Engineer Intern
python;tensorflow;nn,deep-learning;etl,1,Deep Learning Engineer Intern
python;tensorflow;nn,reporting;ai,1,ML Engineer Intern
python;fastapi;aws,data-analysis;backend,0,Backend Developer Intern
html;css;react,ai;frontend,1,ML Engineer Intern
flask;tensorflow;nn,deployment;ai,3,ML Engineer Intern
